timestamp,data
2025-10-15T15:35:08.617959,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:05:08.617959+00:00"", ""server"": ""192.168.1.1"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T15:35:08.619478,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:05:08.619478+00:00"", ""server"": ""192.168.1.1"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T15:35:53.797444,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:05:53.797444+00:00"", ""server"": ""192.168.1.1"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T15:35:53.798966,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:05:53.798966+00:00"", ""server"": ""192.168.1.1"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T15:46:06.731119,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:16:06.731119+00:00"", ""server"": ""192.168.1.1"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T15:46:06.745724,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:16:06.745724+00:00"", ""server"": ""192.168.1.1"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T15:47:05.463319,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:17:05.463319+00:00"", ""server"": ""192.168.1.1"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T15:47:05.465388,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:17:05.465388+00:00"", ""server"": ""192.168.1.1"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T15:47:27.166656,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:17:27.166656+00:00"", ""server"": ""192.168.1.1"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T15:47:27.196699,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:17:27.196699+00:00"", ""server"": ""192.168.1.1"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T15:47:57.549195,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:17:57.549195+00:00"", ""server"": ""192.168.1.10"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T15:47:57.628463,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:17:57.628463+00:00"", ""server"": ""192.168.1.10"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T16:09:05.748139,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:39:05.748139+00:00"", ""server"": ""192.168.1.1"", ""protocol"": ""TCP"", ""duration_s"": 10}"
2025-10-15T16:09:05.749687,"{""bandwidth_mbps"": 0.0, ""ts"": ""2025-10-15T10:39:05.749687+00:00"", ""server"": ""192.168.1.1"", ""protocol"": ""TCP"", ""duration_s"": 10}"
